Nº GREVE,DATA ENTRADA,SINDICATO,EMPREGADOR,CAE,NIF,SETOR,DIAS,DURAÇÃO,OBSERVAÇÕES,ANO,MÊS
DSRPN,22-Nov-16,"STIHTRSC - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO CENTRO",SUCH - Serviços de Utilização Comum dos Hospitais,,,Privado,DIA 05 DEZEMBRO 2016 ,Total 1 dia,,2016,11
DSRPN,22-Nov-16,STAD,VADECA (Local de Trabalho: STCP - Via Norte e Francos),,,Privado,DIAS 09 E 10 DEZEMBRO 2016,Total + de 1 dia,,2016,11
DSRPN,22-Nov-16,SITE-NORTE,"CNB/Camac - Companhia Nacional de Borracha, S.A.",,,Privado,A PARTIR DE 01 DEZEMBRO 2016,Por tempo indeterminado,,2016,11
DSRPN,22-Nov-16,FEVICCOM,"Soares da Costa, S.A.",,,Privado,ENTRE 01 E 31 DEZEMBRO 2016,Total + de 1 dia,,2016,11
DSRPN,22-Nov-16,FEVICCOM,"Serviços Partilhados da Soares da Costa, S.A.",,,Privado,ENTRE 01 E 31 DEZEMBRO 2016,Total + de 1 dia,,2016,11
DSRPN,22-Nov-16,FIEQUIMETAL,"Soares da Costa, S.A.",,,Privado,ENTRE 01 E 31 DEZEMBRO 2016,Total + de 1 dia,,2016,11
DSRPN,22-Nov-16,SITE-NORTE,"CLEAR - Instalações Electromecânicas, S.A.",,,Privado,ENTRE 01 E 31 DEZEMBRO 2016,Total + de 1 dia,,2016,11
DSRPN,24-Nov-16,STAD,SGL (Local de Trabalho - NOS - Nosso Shoping em Vila Real),,,Privado,ENTRE 01 DEZEMBRO 2016 E 01 JANEIRO DE 2017,Total + de 1 dia,,2016,11
DSRPN,24-Nov-16,STAD,EUROMEX (Local de trabalho: FEUP),,,Privado,DIA 09 DEZEMBRO 2016,Total 1 dia,,2016,11
DSRPN,25-Nov-16,SITIC,"CTT - Correios de Portugal, S.A. (CDP - Castelo Branco)",,,Privado,ENTRE 14 E 30 DEZEMBRO 2016,Trabalho suplementar/Feriado,,2016,11
DSRPN,29-Nov-16,"STICCCMMSRC - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CERÂMICA, CIMENTOS, CONSTRUÇÃO, MADEIRAS, MÁRMORES E SIMILARES DA REGIÃO CENTRO","Cerdomus - Indústrias Cerâmicas, S.A.",,,Privado,ENTRE 08 E 21 DEZEMBRO 2016,Total + de 1 dia,,2016,11
DSRPN,30-Nov-16,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA,"Entidades Públicas Empresariais de Saúde, E.P.E. - Proc n.º 22/16 e 23/16 S.M.",,,Setor Empresarial Estado,A PARTIR DE 16 NOVEMBRO 2016,Por tempo indeterminado,,2016,11
DSRPN,30-Nov-16,SITE-CN,"Colep Portugal, S.A.",,,Privado,ENTRE 10 E 12 DEZEMBRO 2016,Total + de 1 dia,,2016,11
747/2016,02-Dec-16,SNTCT,CTT S.A. ,,,Privado,ENTRE 13-16 E 19-22 DEZEMBRO 2016,Trabalho suplementar/Feriado,DESCONVOCADA,2016,12
755/2016,06-Dec-16,SIESI,CSP - COMPONENTES SEMICONDUTORES DE PORTUGAL ,,,Privado,DIA 16 DE DEZEMBRO 2016,Total 1 dia,,2016,12
762/2016,07-Dec-16,SNTCT,MEO - SERV. COMUNICAÇÃO E MULTIMEDIA S.A.,,,Privado,ENTRE 01 JANEIRO E 30 JUNHO 2017,Total + de 1 dia,,2016,12
764/2016,07-Dec-16,CESP,AUCHAN PORTUGAL - LOJA ALMADA,,,Privado,ENTRE 15 E 31 DEZEMBRO 2016,Total + de 1 dia,,2016,12
780/2016,12-Dec-16,SITAVA,SPDH/GROUNDFORCE,,,Setor Empresarial Estado,DIA 26 DEZEMBRO 2016,Total 1 dia,TRANSPORTES,2016,12
757/2016,06-Dec-16,STRUP ,CARRISTUR ,,,Setor Empresarial Estado,"DIAS 23, 24, 31 DEZEMBRO 2016 E 01 JANEIRO 2017",Total + de 1 dia,TRANSPORTES,2016,12
782/2016,12-Dec-16,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL",TOBAGO RESTAURAÇÃO,,,Privado,DIA 24 DEZEMBRO 2016,Total 1 dia,,2016,12
783/2016,12-Dec-16,SINTAB,SOCIEDADE PANIFICAÇÃO BEIRA TEJO LDA,,,Privado,DIAS 22 E 23 DEZEMBRO 2016,Total + de 1 dia,DESCONVOCADA,2016,12
784/2016,13-Dec-16,SITAVA,SPDH/GROUNDFORCE,,,Setor Empresarial Estado,DIAS 28/29/30 DEZEMBRO 2016,Total + de 1 dia,TRANSPORTES,2016,12
785/2016,13-Dec-16,SINTAC,SPDH/GROUNDFORCE,,,Setor Empresarial Estado,ENTRE 01 JANEIRO E 31 MARÇO DE 2017,Trabalho suplementar/Feriado,TRANSPORTES,2016,12
790/2016,13-Dec-16,SITAVA,"SECURITAS (AEROPORSTOS PORTO, FUNCHAL, PORTO SANTO",,,Setor Empresarial Estado,DIAS 27/28/29 DEZEMBRO 2016,Total + de 1 dia,TRANSPORTES,2016,12
791/2016,13-Dec-16,SITAVA,"PROSEGUR (AEROPORTOS LISBOA, FARO E AÇORES ",,,Setor Empresarial Estado,DIAS 27/28/29 DEZEMBRO 2016,Total + de 1 dia,TRANSPORTES,2016,12
781/2016,09-Dec-16,STAD,HOSPITAL CURRY CABRAL ,,,Setor Empresarial Estado,DIA 09 DEZEMBRO 2016,Total 1 dia,,2016,12
794/2016,14-Dec-16,SITAVA,ERTEK,,,Privado,DIAS 28/29/30 DEZEMBRO 2016,Total + de 1 dia,,2016,12
793/2016,14-Dec-16,SITAVA,RH MAIS,,,Privado,DIAS 28/29/30 DEZEMBRO 2016,Total + de 1 dia,,2016,12
795/2016,14-Dec-16,SITAVA,MULTITEMPO LDA ,,,Privado,DIAS 28/29/30 DEZEMBRO 2016,Total + de 1 dia,,2016,12
796/2016,14-Dec-16,SITAVA,CROSS STAFF ,,,Privado,DIAS 28/29/30 DEZEMBRO 2016,Total + de 1 dia,,2016,12
797/2016,14-Dec-16,SITAVA,INFLIGHT,,,Privado,DIAS 28/29/30 DEZEMBRO 2016,Total + de 1 dia,,2016,12
792/2016,14-Dec-16,SITRENS,CP EPE E MEDLOG S.A.,,,Setor Empresarial Estado,ENTRE 04 JANEIRO E 04 FEVEREIRO DE 2017,Trabalho suplementar/Feriado,,2016,12
798/2016,14-Dec-16,SINCOR,CTT S.A. ,,,Privado,"DIAS 07/14/21/28  JAN, 04/11/18/25 FEV, 04/11/18/25 MARÇO, 01/08/15/22 ABRIL 2016",Total + de 1 dia,,2016,12
799/2016,15-Dec-16,SITAVA,PORTWAY,,,Setor Empresarial Estado,29 E 30 DEZEMBRO 2016,Total 1 dia,TRANSPORTES,2016,12
803/2016,16-Dec-16,FECTRANS,ESCOLA CONDUÇÃO TRIUNFO LDA,,,Privado,DIA 23 DEZEMBRO 2016 E AO 2º DIA UTIL DE TODOS OS MESES DE 2016,Total + de 1 dia,,2016,12
801/2016,16-Dec-16,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",LBC TANQUIPOR S.A.,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
800/2016,16-Dec-16,STAD,HOSPITAL NOSSA SENHORA DO ROSARIO - BARREIRO - EMPRESA EULEN,,,Privado,DIA 01 JANEIRO DE 2017,Trabalho suplementar/Feriado,,2016,12
802/2016,16-Dec-16,SINTTAV,ALTICE LABS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
802/2016,16-Dec-16,SINTTAV,MEO - SERV. COMUNICAÇÃO E MULTIMEDIA S.A.,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
802/2016,16-Dec-16,SINTTAV,PT ACS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
802/2016,16-Dec-16,SINTTAV,PT CONTACT,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
802/2016,16-Dec-16,SINTTAV,PT PRO,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
802/2016,16-Dec-16,SINTTAV,PT SALES,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2016,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2017,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2018,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2019,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2020,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2021,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2022,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2023,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2024,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
806/2025,16-Dec-16,SINTTAV,48 AVISOS PRÉVIOS DE GREVE VARIAS EMPRESAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
811/2016,19-Dec-16,STAD,SECTOR DA VIGILÂNCIA,,,Privado,DIAS 31 DEZEMBRO 2016 E 01 JANEIRO 2017,Total + de 1 dia,,2016,12
812/2016,21-Dec-16,SITAVA,"PROSEGUR (AEROPORTOS LISBOA, FARO E AÇORES ",,,Privado,A PARTIR 31 DEZEMBRO 2016 ATÉ 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
813/2016,21-Dec-16,SITAVA,"SECURITAS (AEROPORSTOS PORTO, FUNCHAL, PORTO SANTO",,,Privado,A PARTIR 31 DEZEMBRO 2016 ATÉ 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
815/2016,21-Dec-16,FIEQUIMETAL,HANON SYSTEMS PORTUGAL S.A.,,,Privado,DIA 23 DEZEMBRO 2016,Total 1 dia,,2016,12
816/2016,21-Dec-16,FETESE;SITESE;SINDETELCO,AES E AESIRF,,,Privado,ENTRE 31 DEZEMBRO 2016 E 01 JANEIRO DE 2017,Total + de 1 dia,,2016,12
819/2016,21-Dec-16,FESAHT,SERVIRAIL S.A.,,,Privado,A PARTIR DE 22 DEZEMBRO 2016,Por tempo indeterminado,,2016,12
828/2016,22-Dec-16,"STIHTRSA - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",SUCH - SERV. UTILIZAÇÃO COMUM DOS HOSPITAIS (FARO),,,Privado,DIA 05 JANEIRO 2017,Total 1 dia,,2016,12
829/2016,22-Dec-16,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL",ITAU (REFEITORIO DA TAP),,,Privado,DIA 01 JANEIRO DE 2017,Total 1 dia,,2016,12
830/2016,22-Dec-16,SINTTAV,IMPENSA NACIONAL - CASAOEDA,,,Setor Empresarial Estado,ENTRE 27 E 30 DEZEMBRO 2016,Total + de 1 dia,,2016,12
832/2016,23-Dec-16,FNSTFPS,INEM,,,Privado,ENTRE 06 JANEIRO E 30 JUNHO 2016,Trabalho suplementar/Feriado,,2016,12
834/2016,27-Dec-16,CESP,SBSI,,,Privado,DIA 11 JANEIRO DAS 07H AS 23H,Trabalho suplementar/Feriado,,2016,12
833/2016,27-Dec-16,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,MEDWAY,,,Privado,ENTRE 09 E 31 JANEIRO DE 2016,Trabalho suplementar/Feriado,TRANSPORTES,2016,12
837/2016,29-Dec-16,SEP,SAMS,,,Privado,DIA 11 DE JANEIRO DE 2017,Total 1 dia,,2016,12
838/2016,29-Dec-16,SINDICATO DOS MÉDICOS DA ZONA SUL,SAMS,,,Privado,DIA 11 DE JANEIRO DE 2017,Total 1 dia,,2016,12
840/2016,29-Dec-16,CESP,DIA MINIPREÇO,,,Privado,ATÉ DIA 30 JUNHO 2017,Total + de 1 dia,,2016,12
841/2016,29-Dec-16,STSS - SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA,ÂMBITO ESTATUTARIO,,,Privado,DIA 11 DE JANEIRO DE 2017,Total 1 dia,,2016,12
842/2016,29-Dec-16,STCCMCS,CT COBERT TELGAS,,,Privado,ENTRE 01 JANEIRO E 31 DEZEMBRO 2017,Trabalho suplementar/Feriado,,2016,12
DSRPN,06-Dec-16,Sindicato Têxtil do Minho e Trás-os-Montes / SITE-NORTE,"Penafort - Indústrias Têxteis e Gráficas, S.A.",,,Privado,A PARTIR DE 19 DEZEMBRO 2016,Por tempo indeterminado,DESCONVOCADA,2016,12
DSRPN,06-Dec-16,APROFER,Via Porto (Metro),,,Privado,ENTRE 23 DEZEMBRO E 01 JANEIRO DE 2017,Total + de 1 dia,TRANSPORTES,2016,12
DSRPN,07-Dec-16,STAD,"Ambiente e Jardim, S.A. (local de trabalho: CP - Contumil - EMEF)",,,Privado,DIA 23 DEZEMBRO 2016,Total 1 dia,DESCONVOCADA,2016,12
DSRPN,12-Dec-16,STAD,Ferlimpa 2 (Local de Trabalho: Hospital de Aveiro),,,Privado,DIAS 26 E 27 DE DEZEMBRO 2016,Total + de 1 dia,DESCONVOCADA,2016,12
DSRPN,12-Dec-16,FEVICCOM,Cimpor - Centro de Produção de Souselas,,,Privado,ENTRE 19 E 22 DE DEZEMBRO 2016,Total + de 1 dia,,2016,12
DSRPN,14-Dec-16,STRUN,"Forcargo - Transportes, S.A.",,,Privado,ENTRE 02 E 13 JANEIRO DE 2017,Total + de 1 dia,TRANSPORTES,2016,12
DSRPN,15-Dec-16,SITE-CN,"Fábrica de Papel da Zarrinha, S.A.",,,Privado,ENTRE 05 E 17 JANEIRO DE 2017,Total + de 1 dia,,2016,12
DSRPN,16-Dec-16,Sindicato Têxtil do Minho e Trás-os-Montes,"Valindo - Têxteis, S.A.",,,Privado,A PARTIR DIA 27 DEZEMBRO 2016,Por tempo indeterminado,,2016,12
DSRPN,16-Dec-16,SMTP,"STCP - Sociedade de Transportes Colectivos do Porto, S.A. (Proc 24/16 S.M.)",,,Setor Empresarial Estado,ENTRE 01 JANEIRO 31 DEZEMBRO 2017,Total + de 1 dia,TRANSPORTES,2016,12
DSRPN,19-Dec-16,SNTCT,"CTT - Correios de Portugal, S.A.",,,Privado,ENTRE 01 JANEIRO E 31 JULHO 2017,Trabalho suplementar/Feriado,,2016,12
DSRPN,19-Dec-16,SNTCT,"CTT - Correios de Portugal, S.A. - CDP 3070 Mira (Proc 25/16 SM)",,,Privado,ENTRE 02 E 06 JANEIRO 2017,Total + de 1 dia,DESCONVOCADA,2016,12
DSRPN,19-Dec-16,STAD,SUCH - Serviços de Utilização Comum dos Hospitais,,,Privado,DIA 01 JANEIRO DE 2017,Total 1 dia,DESCONVOCADA,2016,12
DSRPN,19-Dec-16,SITE-NORTE,"Imprensa Nacional Casa da Moeda, S.A.",,,Setor Empresarial Estado,ENTRE 27 E 30 DEZEMBRO 2016,Total + de 1 dia,DESCONVOCADA,2016,12
DSRPN,22-Dec-16,"STIHTRSC - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO CENTRO","Octávio Pinto, Hotelaria Unipessoal, Lda. (local de trabalho: Liga dos Combatentes - Coimbra)",,,Privado,ENTRE 28 E 29 DEZEMBRO 2016,Total + de 1 dia,,2016,12
DSRPN,22-Dec-16,FIEQUIMETAL,"Soares da Costa, S.A.",,,Privado,ENTRE 01 E 31 JANEIRO 2017,Total + de 1 dia,,2016,12
DSRPN,22-Dec-16,FEVICCOM,"Soares da Costa, S.A.",,,Privado,ENTRE 01 E 31 JANEIRO 2017,Total + de 1 dia,,2016,12
DSRPN,22-Dec-16,FEVICCOM,"Seviços Partilhados da Soares da Costa, S.A.",,,Privado,ENTRE 01 E 31 JANEIRO 2017,Total + de 1 dia,,2016,12
DSRPN,22-Dec-16,SITE-NORTE,"CNB/Camac - Companhia Nacional de Borracha, S.A.",,,Privado,A PARTIR DE 01 JANEIRO DE 2017,Por tempo indeterminado,,2016,12
DSRPN,22-Dec-16,SITE-NORTE,"CLEAR - Instalações Electromecânicas, S.A.",,,Privado,ENTRE 01 E 31 JANEIRO 2017,Total + de 1 dia,,2016,12
DSRPN,23-Dec-16,STFPSN,Escola Secundária do Marco de Canaveses,,,Setor Empresarial Estado,DIA 03 JANEIRO DE 2017,Total 1 dia,,2016,12
DSRPN,23-Dec-16,SINTTAV,Manpower Group Solutions,,,Privado,DIA 09 JANEIRO DE 2017,Trabalho suplementar/Feriado,,2016,12
DSRPN,28-Dec-16,Sindicato Nacional dos Trabalhadores do Sector Ferroviário,"Medway - Operador Ferroviário e Logístico de Mercadorias, S.A.",,,Privado,ENTRE DIA 09 E 31 JANEIRO DE 2017,Total + de 1 dia,DESCONVOCADA,2016,12
9/2017,02-Jan-17,SNTCT,CTT S.A.,,,Privado,DIAS 19 E 20 JANEIRO 2017,Total + de 1 dia,DESCONVOCADA,2017,1
8/2017,02-Jan-17,SNTCT,CTT S.A.,,,Privado,ENTRE 16 E 20 JANEIRO DE 2017,Trabalho suplementar/Feriado,DESCONVOCADA,2017,1
